ranking,SEQ_ORGAO,NOMEDAVARA,SEQ_ORGAO_PAI,GRAU_ORGAO,SEQ_CIDADE,DSC_CIDADE,SIG_UF,COD_IBGE,DSC_TIP_ORGAO,TIP_ESFERA_JUSTICA,INT_ORDEM_ORGAO,LATITUDE,LONGITUDE,CAPITAL,qtd_processos,tempo_medio_proc,tempo_entre_movs,cluster_processual_mais_comum,cluster_unidade,procs_em_alerta,ranking,pontuacao_unidade
23.0,29268,APARECIDA DE GOIÂNIA  - 03A VARA,13214.0,GRA1T,268.0,aparecida de goiania,GO,5201405.0,Varas Trabalhistas,T,,-16.81082663,-49.24187601,0,301,246.7607973421927,8.481366285440457,1,1,0,23.0,-3709103.7482821946
24.0,50326,18ª Vara do Trabalho de Fortaleza,13203.0,GRA1T,1808.0,fortaleza,CE,2304400.0,Varas Trabalhistas,T,0.0,-3.72966117,-38.53390038,1,318,315.6446540880503,7.188161664808859,1,1,0,24.0,-3703654.3867430454
25.0,20550,4ª Vara do Trabalho de Marabá,13204.0,GRA1T,2876.0,maraba,PA,1504208.0,Varas Trabalhistas,T,4.0,-5.3484833333333,-49.099866666667,0,322,333.2639751552795,8.445551197236865,1,1,0,25.0,-3689459.2612845697
26.0,20532,18ª Vara do Trabalho de Belém,13204.0,GRA1T,572.0,belem,PA,1501402.0,Varas Trabalhistas,T,18.0,-1.4383166666667,-48.486861111111,1,335,409.9373134328358,15.251348477078412,1,1,0,26.0,-3558760.8034746936
27.0,50325,17ª Vara do Trabalho de Fortaleza,13203.0,GRA1T,1808.0,fortaleza,CE,2304400.0,Varas Trabalhistas,T,0.0,-3.72966117,-38.53390038,1,316,419.4303797468354,15.98044351809469,1,1,0,27.0,-3324613.941668693
28.0,81810,VARA DO TRABALHO DE RIO BRILHANTE (PROCESSOS MARACAJU),13220.0,GRA1T,959.0,campo grande,MS,5002704.0,Varas Trabalhistas,T,0.0,,,1,222,0.0,0.0,1,1,0,28.0,-3302234.0535763307
29.0,50324,16ª Vara do Trabalho de Fortaleza,13203.0,GRA1T,1808.0,fortaleza,CE,2304400.0,Varas Trabalhistas,T,0.0,-3.72966117,-38.53390038,1,328,462.7134146341464,20.458554171844934,1,1,0,29.0,-3294211.6714098207
30.0,50323,15ª Vara do Trabalho de Fortaleza,13203.0,GRA1T,1808.0,fortaleza,CE,2304400.0,Varas Trabalhistas,T,0.0,-3.72966117,-38.53390038,1,340,502.6764705882353,17.875883878280067,1,1,0,30.0,-3287641.3098149206
31.0,19489,VT DE TIMBÓ,13208.0,GRA1T,5179.0,timbo,SC,4218202.0,Varas Trabalhistas,T,,-26.819042,-49.276814,0,315,463.2888888888888,17.58700983910837,1,1,0,31.0,-3170877.763367047
32.0,20549,3ª Vara do Trabalho de Marabá,13204.0,GRA1T,2876.0,maraba,PA,1504208.0,Varas Trabalhistas,T,3.0,-5.3484833333333,-49.099866666667,0,284,427.3415492957746,10.641738737650149,1,1,0,32.0,-2980630.0427506757
33.0,20698,JABOATÃO DOS GUARARAPES  - 05A VARA,13202.0,GRA1T,2433.0,jaboatao dos guararapes,PE,2607901.0,Varas Trabalhistas,T,,-8.1516638888889,-34.919380555556,0,254,301.8582677165353,15.296979670700386,1,1,0,33.0,-2972669.287633022
34.0,20701,NAZARÉ DA MATA  - 02A VARA,13202.0,GRA1T,3212.0,nazare da mata,PE,2609501.0,Varas Trabalhistas,T,,-7.7407611111111,-35.276530555556,0,210,105.23809523809523,4.956585716980627,1,1,0,34.0,-2892321.637663071
35.0,29294,INHUMAS  - 01A VARA,13214.0,GRA1T,2187.0,inhumas,GO,5210000.0,Varas Trabalhistas,T,,-16.36258746,-49.49399829,0,244,299.172131147541,8.391497270056743,1,1,0,35.0,-2879035.3744013277
36.0,29273,GOIANÉSIA  - 01A VARA,13214.0,GRA1T,1901.0,goianesia,GO,5208608.0,Varas Trabalhistas,T,,-15.3320307,-49.1161647,0,250,345.80400000000014,10.89090790950968,1,1,0,36.0,-2827005.150920292
37.0,19996,Porto Seguro  - 01a Vara,13201.0,GRA1T,3925.0,porto seguro,BA,2925303.0,Varas Trabalhistas,T,,-16.4360036,-39.0783758,0,308,583.7532467532468,8.734476487351166,1,1,0,37.0,-2756647.5649997625
38.0,29305,RIO VERDE  - 03A VARA,13214.0,GRA1T,4193.0,rio verde,GO,5218805.0,Varas Trabalhistas,T,,-17.79540826,-50.93956411,0,221,271.5022624434389,10.262841205072878,1,1,0,38.0,-2664657.8756874865
39.0,29306,RIO VERDE  - 04A VARA,13214.0,GRA1T,4193.0,rio verde,GO,5218805.0,Varas Trabalhistas,T,,-17.79540826,-50.93956411,0,197,189.63451776649742,7.6177331204413425,1,1,0,39.0,-2541764.6486882265
40.0,20530,16ª Vara do Trabalho de Belém,13204.0,GRA1T,572.0,belem,PA,1501402.0,Varas Trabalhistas,T,16.0,-1.4383166666667,-48.486861111111,1,545,1024.9926605504586,19.225837931682886,1,1,0,40.0,-2415964.757528251
41.0,30312,VARA DO TRABALHO DE VALENÇA DO PIAUÍ,13218.0,GRA1T,5360.0,valenca do piaui,PI,2211308.0,Varas Trabalhistas,T,,-6.416335,-41.743422,0,174,186.42528735632183,7.132888500204916,1,1,0,41.0,-2251428.4839555705
42.0,19977,Feira de Santana  - 06a Vara,13201.0,GRA1T,1737.0,feira de santana,BA,2910800.0,Varas Trabalhistas,T,,-12.2493395,-38.9487838,0,338,907.4408284023668,11.264498126987613,1,1,0,42.0,-1922544.7136805886
43.0,81809,VARA DO TRABALHO DE CASSILANDIA (PROCESSOS CHAPADAO DO SUL),13220.0,GRA1T,959.0,campo grande,MS,5002704.0,Varas Trabalhistas,T,0.0,,,1,123,0.0,0.0,1,1,0,43.0,-1829579.4698386237
44.0,20543,5ª Vara do Trabalho de Macapá,13204.0,GRA1T,2796.0,macapa,AP,1600303.0,Varas Trabalhistas,T,5.0,0.039016666666667,-51.05715,1,152,309.1776315789473,7.582507919900896,1,1,0,44.0,-1779487.7237437433
45.0,19275,43ª VARA DO TRABALHO DE BELO HORIZONTE,13199.0,GRA1T,583.0,belo horizonte,MG,3106200.0,Varas Trabalhistas,T,43.0,-19.9216779,-43.9477468,1,149,297.4295302013423,13.630960788106224,2,1,0,45.0,-1752857.107730814
46.0,20555,3ª Vara do Trabalho de Parauapebas,13204.0,GRA1T,3561.0,parauapebas,PA,1505536.0,Varas Trabalhistas,T,3.0,-6.065461,-49.909322222222,0,138,224.81884057971016,4.798382013544017,1,1,0,46.0,-1735837.185044434
47.0,29300,PIRES DO RIO  - 01A VARA,13214.0,GRA1T,3808.0,pires do rio,GO,5217401.0,Varas Trabalhistas,T,,-17.2989272,-48.2822427,0,123,88.15447154471546,3.0148043319526816,1,1,0,47.0,-1717441.260510322
48.0,20512,2ª Vara do Trabalho de Ananindeua,13204.0,GRA1T,215.0,ananindeua,PA,1500800.0,Varas Trabalhistas,T,2.0,-1.3610472222222,-48.374602777778,0,642,1200.4672897196265,27.496228151019487,1,1,0,48.0,-1666333.775612816
49.0,30067,1ª VARA DO TRABALHO DE JANDIRA,13198.0,GRA1T,2485.0,jandira,SP,3525003.0,Varas Trabalhistas,T,1.0,-23.532379,-46.911355,0,174,1581.7988505747126,245.85062659758708,1,3,0,49.0,-1638148.6783881085
50.0,29296,ITUMBIARA  - 02A VARA,13214.0,GRA1T,2415.0,itumbiara,GO,5211503.0,Varas Trabalhistas,T,,-18.4194498,-49.2162555,0,134,258.52985074626855,6.5590817471626615,1,1,0,50.0,-1637988.5873793934
51.0,20712,PETROLINA  - 03A VARA,13202.0,GRA1T,3713.0,petrolina,PE,2611101.0,Varas Trabalhistas,T,,-9.3922,-40.504347222222,0,198,649.030303030303,15.069849373122358,1,1,0,51.0,-1630308.5800023472
52.0,29970,71ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,71.0,-23.522675,-46.661457,1,118,1241.957627118644,149.1910054752544,1,3,0,52.0,-1625953.0658542193
53.0,20544,6ª Vara do Trabalho de Macapá,13204.0,GRA1T,2796.0,macapa,AP,1600303.0,Varas Trabalhistas,T,6.0,0.039016666666667,-51.05715,1,137,318.26277372262774,9.046722320971083,1,1,0,53.0,-1589419.643817761
54.0,20556,4ª Vara do Trabalho de Parauapebas,13204.0,GRA1T,3561.0,parauapebas,PA,1505536.0,Varas Trabalhistas,T,4.0,-6.065461,-49.909322222222,0,131,293.12213740458014,6.826254592608862,1,1,0,54.0,-1555649.4669273733
55.0,20545,7ª Vara do Trabalho de Macapá,13204.0,GRA1T,2796.0,macapa,AP,1600303.0,Varas Trabalhistas,T,7.0,0.039016666666667,-51.05715,1,142,400.20422535211264,9.182274014140237,1,1,0,55.0,-1530881.3184255792
56.0,30077,4ª VARA DO TRABALHO DE OSASCO,13198.0,GRA1T,3423.0,osasco,SP,3534401.0,Varas Trabalhistas,T,4.0,-23.537927,-46.782418,0,158,1578.4620253164558,235.5783895653726,1,3,0,56.0,-1509003.3941966526
57.0,20546,8ª Vara do Trabalho de Macapá,13204.0,GRA1T,2796.0,macapa,AP,1600303.0,Varas Trabalhistas,T,8.0,0.039016666666667,-51.05715,1,142,449.1971830985916,11.801905661834793,1,1,0,57.0,-1457591.441485853
58.0,76744,Vara do Trabalho de São Félix do Xingu,13204.0,GRA1T,4577.0,sao felix do xingu,PA,1507300.0,Varas Trabalhistas,T,0.0,-6.6437274,-51.9968225,0,105,128.7809523809524,4.748062163431592,1,1,0,58.0,-1421618.625705619
59.0,19279,47ª VARA DO TRABALHO DE BELO HORIZONTE,13199.0,GRA1T,583.0,belo horizonte,MG,3106200.0,Varas Trabalhistas,T,47.0,-19.9216779,-43.9477468,1,123,384.7398373983741,13.059418309705947,2,1,0,59.0,-1340286.3853176853
60.0,19288,6ª VARA DO TRABALHO DE CONTAGEM,13199.0,GRA1T,1353.0,contagem,MG,3118601.0,Varas Trabalhistas,T,6.0,-19.9131127,-44.0845137,0,117,337.2478632478632,7.664320465679853,1,1,0,60.0,-1336780.4219399777
61.0,46912,2ª ESTRELA,13200.0,GRA1T,1695.0,estrela,RS,4307807.0,Varas Trabalhistas,T,2.0,-29.4977,-51.9654,0,63,605.7460317460317,71.77425334655062,1,3,0,61.0,-1317612.326288675
62.0,30113,1ª VARA DO TRABALHO DE TABOÃO DA SERRA,13198.0,GRA1T,5053.0,taboao da serra,SP,3552809.0,Varas Trabalhistas,T,1.0,-23.619284,-46.76618,0,133,1425.9323308270675,383.452240899813,3,3,0,62.0,-1276406.520941364
63.0,30112,2ª VARA DO TRABALHO DE SUZANO,13198.0,GRA1T,5046.0,suzano,SP,3552502.0,Varas Trabalhistas,T,2.0,-23.546031,-46.3093,0,102,1307.8823529411764,222.8242199970484,1,3,0,63.0,-1263116.2289600614
64.0,30265,NÚCLEO PERMANENTE DE MÉTODOS CONSENSUAIS DE SOLUÇÃO DE DISPUTAS - CONFLITOS INDIVIDUAIS,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,0.0,-23.522675,-46.661457,1,152,649.6907894736843,14.19285767300426,1,1,0,64.0,-1251859.992119026
65.0,30048,3ª VARA DO TRABALHO DE GUARUJÁ,13198.0,GRA1T,2010.0,guaruja,SP,3518701.0,Varas Trabalhistas,T,3.0,-23.992729,-46.257431,0,96,1181.8229166666667,361.9998714711965,1,3,0,65.0,-1176215.2371354636
66.0,30028,1ª VARA DO TRABALHO DE CAIEIRAS,13198.0,GRA1T,876.0,caieiras,SP,3509007.0,Varas Trabalhistas,T,1.0,-23.36464,-46.742832,0,79,1113.860759493671,173.79141819466744,1,3,0,66.0,-1170276.4044811833
67.0,74241,SEÇÃO DE CÁLCULOS EM PRECATÓRIOS,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,,-23.522675,-46.661457,1,117,1584.2478632478628,200.9176264180544,3,3,0,67.0,-1151172.859471023
68.0,19287,6ª VARA DO TRABALHO DE BETIM,13199.0,GRA1T,611.0,betim,MG,3106705.0,Varas Trabalhistas,T,6.0,-19.9687886,-44.1986039,0,89,205.96629213483143,4.363889258991456,1,1,0,68.0,-1136625.4483265853
69.0,78504,PALMEIRAS DE GOIÁS  - 01A VARA,13214.0,GRA1T,3498.0,palmeiras de goias,GO,5215702.0,Varas Trabalhistas,T,,-16.797273,-49.935713,0,79,58.24050632911394,4.881840116844175,1,1,0,69.0,-1125199.6678184466
70.0,20693,IPOJUCA  - 03A VARA,13202.0,GRA1T,2214.0,ipojuca,PE,2607208.0,Varas Trabalhistas,T,,-8.3993888888889,-35.058222222222,0,106,479.58490566037733,23.811897181576963,1,1,0,70.0,-1043098.7787903841
71.0,20513,3ª Vara do Trabalho de Ananindeua,13204.0,GRA1T,215.0,ananindeua,PA,1500800.0,Varas Trabalhistas,T,3.0,-1.3610472222222,-48.374602777778,0,698,1309.5214899713467,30.75025529288197,1,1,0,71.0,-1027779.512633518
72.0,30262,JUÍZO AUXILIAR EM  EXECUÇÃO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,0.0,-23.522675,-46.661457,1,124,1720.766129032258,224.4663963178587,3,3,0,72.0,-1021571.940490113
73.0,20722,POSTO AVANÇADO DE SURUBIM,13202.0,GRA1T,5043.0,surubim,PE,2614501.0,Varas Trabalhistas,T,,-7.8450674,-35.7794813,0,72,1198.5416666666667,155.77032656772238,1,3,0,73.0,-1018573.2001820991
74.0,81812,VARA ITINERANTE DA JUSTICA DO TRABALHO EM SIDROLANDIA,13220.0,GRA1T,959.0,campo grande,MS,5002704.0,Varas Trabalhistas,T,0.0,,,1,68,0.0,0.0,1,1,0,74.0,-1011438.0344287861
75.0,19289,6ª VARA DO TRABALHO DE UBERLÂNDIA,13199.0,GRA1T,5296.0,uberlandia,MG,3170206.0,Varas Trabalhistas,T,6.0,-18.8993838,-48.2596301,0,73,128.04109589041096,7.552087791640003,1,1,0,75.0,-986831.5044690559
76.0,19273,41ª VARA DO TRABALHO DE BELO HORIZONTE,13199.0,GRA1T,583.0,belo horizonte,MG,3106200.0,Varas Trabalhistas,T,41.0,-19.9216779,-43.9477468,1,78,320.2435897435897,9.604221232935464,1,1,0,76.0,-902909.7301234307
77.0,19277,45ª VARA DO TRABALHO DE BELO HORIZONTE,13199.0,GRA1T,583.0,belo horizonte,MG,3106200.0,Varas Trabalhistas,T,45.0,-19.9216779,-43.9477468,1,79,337.26582278481015,7.457671859346428,1,1,0,77.0,-902734.7607418699
78.0,19280,48ª VARA DO TRABALHO DE BELO HORIZONTE,13199.0,GRA1T,583.0,belo horizonte,MG,3106200.0,Varas Trabalhistas,T,48.0,-19.9216779,-43.9477468,1,77,319.06493506493507,8.283707122618331,1,1,0,78.0,-893257.2693750708
79.0,19278,46ª VARA DO TRABALHO DE BELO HORIZONTE,13199.0,GRA1T,583.0,belo horizonte,MG,3106200.0,Varas Trabalhistas,T,46.0,-19.9216779,-43.9477468,1,73,276.83561643835617,7.86616987581056,1,1,0,79.0,-877982.2245476115
80.0,19252,3ª VARA DO TRABALHO DE SETE LAGOAS,13199.0,GRA1T,4977.0,sete lagoas,MG,3167202.0,Varas Trabalhistas,T,3.0,-19.455859,-44.254111,0,70,231.52857142857144,7.380678514593406,1,1,0,80.0,-873952.1571198376
81.0,20688,GOIANA  - 03A VARA,13202.0,GRA1T,1898.0,goiana,PE,2606200.0,Varas Trabalhistas,T,,-7.5604888888889,-34.995966666667,0,67,189.56716417910442,8.704477144829639,1,1,0,81.0,-863720.735916117
82.0,19975,Feira de Santana  - 04a Vara,13201.0,GRA1T,1737.0,feira de santana,BA,2910800.0,Varas Trabalhistas,T,,-12.2493395,-38.9487838,0,257,1136.136186770428,17.068286226310533,1,1,0,82.0,-859134.0168718827
83.0,19276,44ª VARA DO TRABALHO DE BELO HORIZONTE,13199.0,GRA1T,583.0,belo horizonte,MG,3106200.0,Varas Trabalhistas,T,44.0,-19.9216779,-43.9477468,1,73,302.0684931506849,9.059594068510556,1,1,0,83.0,-858691.0248869405
84.0,20714,RIBEIRÃO  - 02A VARA,13202.0,GRA1T,4113.0,ribeirao,PE,2611804.0,Varas Trabalhistas,T,,-8.5147722222222,-35.376625,0,77,379.09090909090907,9.585678003142684,1,1,0,84.0,-846034.751797067
85.0,19270,4ª VARA DO TRABALHO DE UBERABA,13199.0,GRA1T,5295.0,uberaba,MG,3170107.0,Varas Trabalhistas,T,4.0,-19.7384427,-47.9387248,0,78,455.42307692307685,5.854075447215049,1,1,0,85.0,-800394.8438362926
86.0,47009,4ª Taquara,13200.0,GRA1T,5104.0,taquara,RS,4321204.0,Varas Trabalhistas,T,4.0,-29.3917,-50.4703,0,94,580.8617021276596,70.5338169232041,1,1,0,86.0,-785884.015987443
87.0,19251,3ª VARA DO TRABALHO DE POUSO ALEGRE,13199.0,GRA1T,3939.0,pouso alegre,MG,3152501.0,Varas Trabalhistas,T,3.0,-22.2661048,-45.9380472,0,65,289.81538461538463,5.995270693717004,1,1,0,87.0,-774535.2120009698
88.0,20687,GOIANA  - 02A VARA,13202.0,GRA1T,1898.0,goiana,PE,2606200.0,Varas Trabalhistas,T,,-7.5604888888889,-34.995966666667,0,58,146.63793103448273,5.3711396561130025,1,1,0,88.0,-774519.7851719065
89.0,19274,42ª VARA DO TRABALHO DE BELO HORIZONTE,13199.0,GRA1T,583.0,belo horizonte,MG,3106200.0,Varas Trabalhistas,T,42.0,-19.9216779,-43.9477468,1,76,469.43421052631584,12.710243202805636,1,1,0,89.0,-764010.6401997211
90.0,20509,2ª Vara do Trabalho de Abaetetuba,13204.0,GRA1T,5.0,abaetetuba,PA,1500107.0,Varas Trabalhistas,T,2.0,-1.7241611111111,-48.885338888889,0,352,1244.1335227272727,28.843505313965448,3,1,0,90.0,-755143.762203516
91.0,30082,2ª VARA DO TRABALHO DE PRAIA GRANDE,13198.0,GRA1T,3951.0,praia grande,SP,3541000.0,Varas Trabalhistas,T,2.0,-24.0299,-46.493831,0,73,1337.0684931506848,415.9338647895949,1,3,0,91.0,-741678.0839493282
92.0,19414,3ª VT DE ITAJAÍ,13208.0,GRA1T,2300.0,itajai,SC,4208203.0,Varas Trabalhistas,T,3.0,-26.9229766,-48.6775445,0,368,1218.7010869565215,67.86480937950833,3,1,0,92.0,-739465.1836022191
93.0,70799,4ª VARA DO TRABALHO DE BARUERI,13198.0,GRA1T,549.0,barueri,SP,3505708.0,Varas Trabalhistas,T,4.0,-23.500752,-46.842525,0,63,310.90476190476187,6.6407053639338685,1,1,0,93.0,-737007.8959213408
94.0,30043,1ª VARA DO TRABALHO DE FERRAZ DE VASCONCELOS,13198.0,GRA1T,1758.0,ferraz de vasconcelos,SP,3515707.0,Varas Trabalhistas,T,1.0,-23.543233,-46.364218,0,90,1657.5666666666666,292.9527489418278,1,3,0,94.0,-736665.8200909292
95.0,19225,2ª VARA DO TRABALHO DE NOVA LIMA,13199.0,GRA1T,3301.0,nova lima,MG,3144805.0,Varas Trabalhistas,T,2.0,-19.9845898,-43.8451159,0,59,233.84745762711862,5.515881771604756,1,1,0,95.0,-736335.9747528387
96.0,75469,4ª VARA DO TRABALHO DE MOGI DAS CRUZES,13198.0,GRA1T,3075.0,mogi das cruzes,SP,3530607.0,Varas Trabalhistas,T,4.0,-23.516775,-46.176025,0,74,505.1621621621622,16.484935971154613,1,1,0,96.0,-714670.9747639322
97.0,30255,CENTRO JUDICIÁRIO DE MÉTODOS CONSENSUAIS DE SOLUÇÃO DE DISPUTAS SÃO PAULO - ZONA LESTE,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,0.0,-23.52182,-46.527151,1,50,117.5,1.656324679264794,1,1,0,97.0,-684104.4932277524
98.0,70800,5ª VARA DO TRABALHO DE BARUERI,13198.0,GRA1T,549.0,barueri,SP,3505708.0,Varas Trabalhistas,T,5.0,-23.500752,-46.842525,0,67,471.02985074626883,9.651514002325088,1,1,0,98.0,-674506.2212215948
99.0,19516,VARA DO TRABALHO DE AREIA,13209.0,GRA1T,364.0,areia,PB,2501104.0,Varas Trabalhistas,T,0.0,-7.218987,-35.895346,0,113,867.9557522123894,30.04252237346339,3,1,0,99.0,-666088.431300276
100.0,29992,3ª VARA DO TRABALHO DE SÃO PAULO - ZONA LESTE,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,3.0,-23.52182,-46.527151,1,70,557.3285714285714,12.600226656539373,1,1,0,100.0,-642238.4734204755
101.0,30001,12ª VARA DO TRABALHO DE SÃO PAULO - ZONA LESTE,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,12.0,-23.52182,-46.527151,1,64,512.5,12.60787053323165,1,1,0,101.0,-615867.8019849842
102.0,19221,2ª VARA DO TRABALHO DE ITUIUTABA,13199.0,GRA1T,2414.0,ituiutaba,MG,3134202.0,Varas Trabalhistas,T,2.0,-18.9737464,-49.4447142,0,51,305.1764705882353,7.784007724532697,1,1,0,102.0,-598948.1104535065
103.0,29997,8ª VARA DO TRABALHO DE SÃO PAULO - ZONA LESTE,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,8.0,-23.52182,-46.527151,1,82,810.9878048780487,16.910356729403247,1,1,0,103.0,-540815.7254695434
104.0,19218,2ª VARA DO TRABALHO DE FORMIGA,13199.0,GRA1T,1796.0,formiga,MG,3126109.0,Varas Trabalhistas,T,2.0,-20.4731065,-45.4296171,0,95,918.0,20.299534480451385,1,1,0,104.0,-521686.5449644594
105.0,19967,Candeias  - 02a Vara,13201.0,GRA1T,1001.0,candeias,BA,2906501.0,Varas Trabalhistas,T,,-12.6456606,-38.5361172,0,97,939.2371134020618,10.69260389988118,1,1,0,105.0,-521389.8745892703
